Left context	Center	Punct	Right context	Title	Author	Birthday	Header	Created	Sphere	Type	Topic	Publication	Publ_year	Medium	Ambiguity	Full context
что не мы, а к нам 	ринутся	 	навстречу.	Н. В. Кожевникова. Ловушка (1985)	Н. В. Кожевникова	1949	Ловушка	1985	художественная	повесть		Кожевникова Надежда. Гарантия успеха. М.: Аграф, 2004	2004	книга	омонимия не снята	А все вот жмемся, то есть ждем, что не мы, а к нам ринутся навстречу.
Первое, что навстречу из растворенной двери 	ринулось	, – 	запахи.	Н. В. Кожевникова. Лодка на тихой реке (1985)	Н. В. Кожевникова	1949	Лодка на тихой реке	1985	художественная	рассказ		Кожевникова Надежда. Гарантия успеха. М.: Аграф, 2004	2004	книга	омонимия не снята	Первое, что навстречу из растворенной двери ринулось, – запахи.
Стряхнув с себя женщин, подполковник почему-то 	ринулся	 	в квартиру, а не бросился на	Эдуард Лимонов. Молодой негодяй (1985)	Эдуард Лимонов	1943	Молодой негодяй	1985	художественная	роман		Лимонов Э. Собрание сочинений: В 3 т. Т.1	1998	книга	омонимия не снята	Стряхнув с себя женщин, подполковник почему-то ринулся в квартиру, а не бросился на юношу.
отрядом всегда готовых подраться дружинников радостно 	ринулся	 	в темный театр.	Эдуард Лимонов. Молодой негодяй (1985)	Эдуард Лимонов	1943	Молодой негодяй	1985	художественная	роман		Лимонов Э. Собрание сочинений: В 3 т. Т.1	1998	книга	омонимия не снята	Милиционер с летучим отрядом всегда готовых подраться дружинников радостно ринулся в темный театр.
без интереса, махнёт рукой, и я 	ринусь	 	на улицу, сбегу к Оке, на	Булат Окуджава. Искусство кройки и житья (1985)	Булат Окуджава	1924	Искусство кройки и житья	1985	художественная	повесть		Последний этаж. Сб. совр. прозы	1989	книга	омонимия снята	Я ещё надеялся, что произойдёт чудо: усталый капитан забудет обо всем, выслушает меня без интереса, махнёт рукой, и я ринусь на улицу, сбегу к Оке, на первом же попавшемся грузовике укачу в деревню, домой, сварю суп из молодой крапивы и пшена, засну и проснусь в другом мире.
на вражеский берег, а ни мост 	ринулись	 	наши танки.	Вадим Розов. Подвиг // «Наука и религия», 1985	Вадим Розов		Подвиг	1985	публицистика	очерк	частная жизнь	«Наука и религия»	1985	журнал	омонимия не снята	Артиллерийский огонь обрушился на вражеский берег, а ни мост ринулись наши танки.
Группа наших бойцов 	ринулась	 	навстречу врагу, моджахеды стали отступать в	Ю. А. Сальников. 600 дней в Кандагаре: дневники, 1984-1986. (1985)	Ю. А. Сальников	1952	600 дней в Кандагаре: дневники, 1984-1986.	1985	публицистика	дневник, записные книжки	частная жизнь | техника | армия и вооруженные конфликты | политика и общественная жизнь | администрация и управление	Ю. А. Сальников. 600 дней в Кандагаре: дневники, 1984-1986. Волгоград: Издатель, 2010.	2010	книга	омонимия не снята	Группа наших бойцов ринулась навстречу врагу, моджахеды стали отступать в горы.
мере, теми, кто тогда с энтузиазмом 	ринулся	 	в горбачевскую политику, – в некотором даже	А. С. Черняев. Дневник (1985)	А. С. Черняев	1921	Дневник	1985	публицистика	дневник, записные книжки	политика и общественная жизнь | частная жизнь	Черняев А.С. 1991 год: Дневник. М.: ТЕРРА, Республика, 1997.	1997	книга	омонимия не снята	Теперь он вспоминается, – по крайней мере, теми, кто тогда с энтузиазмом ринулся в горбачевскую политику, – в некотором даже романтическом ореоле.
с мест и, отталкивая друг друга, 	ринулись	 	наперегонки.	Андрей Курков. Школа котовоздухоплавания (1985-1990)	Андрей Курков	1961	Школа котовоздухоплавания	1985-1990	художественная	сказка				книга	омонимия не снята	Котята сорвались с мест и, отталкивая друг друга, ринулись наперегонки.
как только двеpь подъезда откpыли, она 	ринулась	 	со своим матpацем на пятый этаж	Эмма Герштейн. Вблизи поэта (1985-1999)	Эмма Герштейн	1903	Вблизи поэта	1985-1999	публицистика	мемуары		Эмма Герштейн. Мемуары	2002	книга	омонимия не снята	Утpом, как только двеpь подъезда откpыли, она ринулась со своим матpацем на пятый этаж (дом без лифта) и пеpвая воpвалась в кваpтиpу.
Вечером я 	ринулась	 	к Николаю Ивановичу.	Эмма Герштейн. Лишняя любовь (1985-2002)	Эмма Герштейн	1903	Лишняя любовь	1985-2002	публицистика	мемуары		Эмма Герштейн. Мемуары	2002	книга	омонимия не снята	Вечером я ринулась к Николаю Ивановичу.
годы, во время нэпа, советские служащие 	ринулись	 	в Крым и на Кавказ проводить	Эмма Герштейн. Лишняя любовь (1985-2002)	Эмма Герштейн	1903	Лишняя любовь	1985-2002	публицистика	мемуары		Эмма Герштейн. Мемуары	2002	книга	омонимия не снята	В 20-е годы, во время нэпа, советские служащие ринулись в Крым и на Кавказ проводить там отпуск.
Так «раздвигая народ» ко мне 	ринулся	 	Шкловский, громоглася: «С.Б., я написал	Эмма Герштейн. Лишняя любовь (1985-2002)	Эмма Герштейн	1903	Лишняя любовь	1985-2002	публицистика	мемуары		Эмма Герштейн. Мемуары	2002	книга	омонимия не снята	Так «раздвигая народ» ко мне ринулся Шкловский, громоглася: «С.Б., я написал теоретическую работу, которая не увидит свет, пока мы с вами ее не прочтем и не обсудим...
уже давно; но сегодня О. 	ринулся	 	их искать: Бристоль (гостиница), телефон (Междугородная	Эмма Герштейн. Мандельштам в Воронеже (по письмам С. Б. Рудакова) (1985-2002)	Эмма Герштейн	1903	Мандельштам в Воронеже (по письмам С. Б. Рудакова)	1985-2002	публицистика	мемуары		Эмма Герштейн. Мемуары	2002	книга	омонимия не снята	уже давно; но сегодня О. ринулся их искать: Бристоль (гостиница), телефон (Междугородная телефонная станция), Москва-Донбасс (Управление Московско-Донбасской железной дороги находилось на месте нынешнего управления Юго-Восточной ж. д.
все-таки было надо... и они снова 	ринулись	, 	уже на штурм; а старик кричит	Андрей Битов. Ненаписанный рассказ (1986)	Андрей Битов	1937	Ненаписанный рассказ	1986	художественная	рассказ		Битов А. Неизбежность ненаписанного	1998	книга	омонимия не снята	Надо сказать, что даже гнев людей поостыл, так они заново смеялись, но все-таки и безумию должна быть граница, так что пресечь все-таки было надо... и они снова ринулись, уже на штурм; а старик кричит страшно, чтобы они скорее бежали назад и прятались в свои норы... ну, люди, естественно, были оскорблены и не понимали, что он там так безумно тычет перстом в сторону горизонта, где как бы даже небывалое здесь облачко вдруг появилось, вроде морщинки на безумном его лбу... и люди совсем вошли в pаж и гнев, идея поджечь корабль овладела ими.
ничего не видя перед собой, я 	ринулся	 	на Тимчука и, если б достал	Владимир Войнович. Москва 2042 (1986)	Владимир Войнович	1932	Москва 2042	1986	художественная	роман		Войнович В. Москва 2042	1990	книга	омонимия не снята	Плюясь кровью и ничего не видя перед собой, я ринулся на Тимчука и, если б достал, разодрал бы ему, наверное, всю морду.
мне, стукнул ногою в пол и 	ринулся	 	на меня с кулаками.	Владимир Войнович. Москва 2042 (1986)	Владимир Войнович	1932	Москва 2042	1986	художественная	роман		Войнович В. Москва 2042	1990	книга	омонимия не снята	С этими словами он подскочил ко мне, стукнул ногою в пол и ринулся на меня с кулаками.
Ничего не понимая, я 	ринулся	 	за ней, выскочил наружу и остолбенел.	Владимир Войнович. Москва 2042 (1986)	Владимир Войнович	1932	Москва 2042	1986	художественная	роман		Войнович В. Москва 2042	1990	книга	омонимия не снята	Ничего не понимая, я ринулся за ней, выскочил наружу и остолбенел.
общественное; вот и писатели наши лучшие 	ринулись	 	в публицистику, отвоевывают северные реки, дерутся	А. Б. Гребнев. Дневник (1986)	А. Б. Гребнев	1923	Дневник	1986	бытовая	дневник, записные книжки	политика и общественная жизнь | частная жизнь | путешествия | искусство и культура	Гребнев А. Б. Дневник последнего сценариста 1945-2002. М: Русский импульс, 2032	2006	книга	омонимия не снята	А между тем жизнь стремительно обновляется, и это факт; литература политизируется, всех интересуют общественное; вот и писатели наши лучшие ринулись в публицистику, отвоевывают северные реки, дерутся за Байкал...
Обещали накрыть», – пролепетал Боба и 	ринулся	 	в сторону бордовой портьеры, к администратору.	Н. В. Кожевникова. В легком жанре (1986)	Н. В. Кожевникова	1949	В легком жанре	1986	художественная	повесть		Кожевникова Надежда. Гарантия успеха. М.: Аграф, 2004	2004	книга	омонимия не снята	Обещали накрыть», – пролепетал Боба и ринулся в сторону бордовой портьеры, к администратору.
Она год выждала и снова 	ринулась	 	на штурм.	Н. В. Кожевникова. В легком жанре (1986)	Н. В. Кожевникова	1949	В легком жанре	1986	художественная	повесть		Кожевникова Надежда. Гарантия успеха. М.: Аграф, 2004	2004	книга	омонимия не снята	Она год выждала и снова ринулась на штурм.
Ашоту стало еще радостнее – начали скандировать, 	ринулись	 	к сцене.	Виктор Некрасов. Маленькая печальная повесть (1986)	Виктор Некрасов	1911	Маленькая печальная повесть	1986	художественная	повесть		В. Некрасов «Написано карандашом»	1990	книга	омонимия не снята	После третьего или четвертого его выхода – раскланивался он спокойно, достойно, без всяких поцелуев в зал, Ашоту стало еще радостнее – начали скандировать, ринулись к сцене.
встрепенулся, растолкал всех к черту и 	ринулся	 	к нему.	Виктор Некрасов. Маленькая печальная повесть (1986)	Виктор Некрасов	1911	Маленькая печальная повесть	1986	художественная	повесть		В. Некрасов «Написано карандашом»	1990	книга	омонимия не снята	И тут Сашка встрепенулся, растолкал всех к черту и ринулся к нему.
	Ринулся	, 	конечно, и на порнофильмы.	Виктор Некрасов. Маленькая печальная повесть (1986)	Виктор Некрасов	1911	Маленькая печальная повесть	1986	художественная	повесть		В. Некрасов «Написано карандашом»	1990	книга	омонимия не снята	Ринулся, конечно, и на порнофильмы.
Я как пантера 	ринулась	 	к столу, вырвала из тетрадки ещё	Ирина Пивоварова. О чем думает моя голова (1986)	Ирина Пивоварова	1939	О чем думает моя голова	1986	художественная	рассказ | цикл		И. М. Пивоварова. О чем думает моя голова	2001	книга	омонимия не снята	Я как пантера ринулась к столу, вырвала из тетрадки ещё один лист и, волнуясь, стала переписывать всё стихотворение заново: 
схватила портфель, мешок со свиньёй и 	ринулась	 	к дверям, но Люська вцепилась в	Ирина Пивоварова. Превращение фарфоровой свинки (1986)	Ирина Пивоварова	1939	Превращение фарфоровой свинки	1986	художественная	повесть		И. М. Пивоварова. О чем думает моя голова	2001	книга	омонимия не снята	Я схватила портфель, мешок со свиньёй и ринулась к дверям, но Люська вцепилась в меня, как клещ, и заорала: 
Из ванной 	ринулась	 	в твою комнату, ни на секунду	Дина Рубина. Двойная фамилия (1986)	Дина Рубина	1953	Двойная фамилия	1986	художественная	повесть		Дина Рубина. «Дом за зеленой калиткой»	2002	книга	омонимия не снята	Из ванной ринулась в твою комнату, ни на секунду не умолкая: 
поняла, что произошло, и не задумываясь 	ринулась	 	на помощь сыну.	Ефим Чеповецкий. Приключения шахматного солдата Пешкина (1986)	Ефим Чеповецкий	1919	Приключения шахматного солдата Пешкина	1986	художественная	сказка		Ефим Чеповецкий. Приключения шахматного солдата Пешкина	1997	книга	омонимия не снята	Она сразу поняла, что произошло, и не задумываясь ринулась на помощь сыну.
Отбросив всякие опасения, он 	ринулся	 	вперед.	Ефим Чеповецкий. Приключения шахматного солдата Пешкина (1986)	Ефим Чеповецкий	1919	Приключения шахматного солдата Пешкина	1986	художественная	сказка		Ефим Чеповецкий. Приключения шахматного солдата Пешкина	1997	книга	омонимия не снята	Отбросив всякие опасения, он ринулся вперед.
как бы не видя ничего вокруг, 	ринулся	 	прямо на них, рассчитывая столкнуться с	Карен Шахназаров. Курьер (1986)	Карен Шахназаров	1952	Курьер	1986	художественная	повесть		К. Шахназаров. Курьер	2004	книга	омонимия не снята	Мне пришлось повторить трюк, но на сей раз, переменив тактику, я изображал человека, погруженного в глубокое раздумье, и, устремив взгляд под ноги, как бы не видя ничего вокруг, ринулся прямо на них, рассчитывая столкнуться с Катей нос к носу.
Мне бы 	ринуться	 	в объятья, Руки – плети, кровь – уста.	Анна Ларина (Бухарина). Незабываемое (1986-1990)	Анна Ларина (Бухарина)	1914	Незабываемое	1986-1990	публицистика	мемуары		Анна Ларина-Бухарина. Незабываемое	2002	книга	омонимия не снята	Мне бы ринуться в объятья, Руки – плети, кровь – уста.
Хотя и в этом случае Бухарин 	ринулся	 	бы в Москву, чтобы опровергнуть обвинения	Анна Ларина (Бухарина). Незабываемое (1986-1990)	Анна Ларина (Бухарина)	1914	Незабываемое	1986-1990	публицистика	мемуары		Анна Ларина-Бухарина. Незабываемое	2002	книга	омонимия не снята	Хотя и в этом случае Бухарин ринулся бы в Москву, чтобы опровергнуть обвинения, но при таких обстоятельствах не исключено, что кто-нибудь наивно решился бы предложить Бухарину остаться за границей, предположив, что в Париже или иной западноевропейской стране, а может в Америке, Бухарин бы уцелел, тем более что жизнь в то время не доказала еще обратного...
Н.И. 	ринулся	 	к телефону.	Анна Ларина (Бухарина). Незабываемое (1986-1990)	Анна Ларина (Бухарина)	1914	Незабываемое	1986-1990	публицистика	мемуары		Анна Ларина-Бухарина. Незабываемое	2002	книга	омонимия не снята	Н.И. ринулся к телефону.
Вся людская масса 	ринулась	 	вперед.	Петр Сиуда. Что же тогда происходило? (1986-1990) // «Ковчег», 2012	Петр Сиуда	1937	Что же тогда происходило?	1986-1990	публицистика	мемуары	политика и общественная жизнь	«Ковчег»	2012	журнал	омонимия не снята	Вся людская масса ринулась вперед.
само собой, во все концы Вселенной 	ринулись	 	фотонные звездолеты...	Сергей Алексеев. Тропы еще в антимир не протоптаны... // «Техника - молодежи», 1987	Сергей Алексеев		Тропы еще в антимир не протоптаны...	1987	публицистика	заметка	физика | наука и технологии	«Техника - молодежи»	1987	журнал	омонимия не снята	И само собой, во все концы Вселенной ринулись фотонные звездолеты...
Всё это 	ринулось	 	в дело при первой же возможности	Даниил Гранин. Зубр (1987)	Даниил Гранин	1919	Зубр	1987	художественная	повесть		Гранин Д.А. Зубр: Повесть	1987	книга	омонимия снята	Всё это ринулось в дело при первой же возможности, и получился всплеск русской науки двадцатых годов.
он отправился не в институт, а 	ринулся	, 	почти побежал дальше по Советской улице.	Владимир Дудинцев. Белые одежды / Вторая часть (1987)	Владимир Дудинцев	1918	Белые одежды / Вторая часть	1987	художественная	роман		Дудинцев В. Белые одежды	1988	книга	омонимия не снята	Сбежав вниз, он отправился не в институт, а ринулся, почти побежал дальше по Советской улице.
Она так и 	ринулась	 	бежать.	Владимир Дудинцев. Белые одежды / Первая часть (1987)	Владимир Дудинцев	1918	Белые одежды / Первая часть	1987	художественная	роман		Дудинцев В. Белые одежды	1988	книга	омонимия не снята	Она так и ринулась бежать.
вся состоящая из замысловатых зигзагов, вдруг 	ринулась	 	вверх по лихорадочной восходящей – к какому-то	Владимир Дудинцев. Белые одежды / Первая часть (1987)	Владимир Дудинцев	1918	Белые одежды / Первая часть	1987	художественная	роман		Дудинцев В. Белые одежды	1988	книга	омонимия не снята	В этот миг кривая их отношений, вся состоящая из замысловатых зигзагов, вдруг ринулась вверх по лихорадочной восходящей – к какому-то ужасному обрыву – она не может ведь так восходить все время, так не бывает.
Иванович, забыв о запрете пересекать черту, 	ринулся	 	в арку, вбежал в подъезд поэта	Владимир Дудинцев. Белые одежды / Первая часть (1987)	Владимир Дудинцев	1918	Белые одежды / Первая часть	1987	художественная	роман		Дудинцев В. Белые одежды	1988	книга	омонимия не снята	Федор Иванович, забыв о запрете пересекать черту, ринулся в арку, вбежал в подъезд поэта, и тяжелая дверная створка, зарычав, резко хлопнула за ним.
Он 	ринулся	 	к тепличке.	Владимир Дудинцев. Белые одежды / Третья часть (1987)	Владимир Дудинцев	1918	Белые одежды / Третья часть	1987	художественная	роман		Дудинцев В. Белые одежды	1988	книга	омонимия не снята	Он ринулся к тепличке.
в разгаре этого лета Федор Иванович 	ринулся	 	в Москву.	Владимир Дудинцев. Белые одежды / Третья часть (1987)	Владимир Дудинцев	1918	Белые одежды / Третья часть	1987	художественная	роман		Дудинцев В. Белые одежды	1988	книга	омонимия не снята	Вот почему в разгаре этого лета Федор Иванович ринулся в Москву.
на нее точек, и звезды стремительно 	ринулись	 	вперед, прямо на Арни.	Сергей Казменко. Защитники // «Техника - молодежи», 1987	Сергей Казменко		Защитники	1987	художественная	рассказ		«Техника - молодежи»	1987	журнал	омонимия не снята	Небо перед ним развернулось, впереди возникло перекрестье прицела с красными делениями на фоне звезд, оно нашло нужную светлую точку среди множества похожих на нее точек, и звезды стремительно ринулись вперед, прямо на Арни.
Вирхов 	ринулся	 	вперед и, схватив Григория за руку	В. Ф. Кормер. Наследство (1987)	В. Ф. Кормер	1939	Наследство	1987	художественная	роман		Кормер В. Ф. Наследство. М.: Время, 2009	2009	книга	омонимия не снята	Вирхов ринулся вперед и, схватив Григория за руку, потащил его прочь.
и страх того давнего пала, что 	ринулся	 	на Спас двадцать первого июня сорок	Владимир Личутин. Любостай (1987)	Владимир Личутин	1940	Любостай	1987	художественная	роман		Личутин В. В. Любостай	1990	книга	омонимия не снята	Полные веры, они несли в себе воспоминанье и страх того давнего пала, что ринулся на Спас двадцать первого июня сорок первого года.
Глядишь, и своя вот так 	ринется	 	по первому зову...	Любовь Кабо. ...И не забывай, что я тебя люблю (1987)	Любовь Кабо	1917	...И не забывай, что я тебя люблю	1987	художественная	повесть				книга	омонимия не снята	Глядишь, и своя вот так ринется по первому зову...
в своей трогательной розовой юбочке вдруг 	ринулась	 	с сумасшедшей высоты прямо вниз.	Л. Г. Матвеева. Продлёнка (1987)	Л. Г. Матвеева	1928	Продлёнка	1987	художественная	повесть		Л. Г. Матвеева. Продлёнка	1987	книга	омонимия не снята	Потому что воздушная гимнастка в своей трогательной розовой юбочке вдруг ринулась с сумасшедшей высоты прямо вниз.
И тут мальчишки и девчонки 	ринулись	 	к двери кинотеатра «Огонёк».	Л. Г. Матвеева. Продлёнка (1987)	Л. Г. Матвеева	1928	Продлёнка	1987	художественная	повесть		Л. Г. Матвеева. Продлёнка	1987	книга	омонимия не снята	И тут мальчишки и девчонки ринулись к двери кинотеатра «Огонёк».
Коля не успел задуматься, засомневаться — он 	ринулся	 	сразу, а это придало ему силы.	Л. Г. Матвеева. Продлёнка (1987)	Л. Г. Матвеева	1928	Продлёнка	1987	художественная	повесть		Л. Г. Матвеева. Продлёнка	1987	книга	омонимия не снята	Вторая причина: Коля не успел задуматься, засомневаться — он ринулся сразу, а это придало ему силы.
земли, и уже чуть различимый клюв 	ринулся	 	в небо...	Митьки. Папуас из Гондураса (1987)	Митьки	1954-1957	Папуас из Гондураса	1987	художественная	повесть		Митьки. Про заек	2001	книга	омонимия не снята	Он почувствовал стрелой строгое подталкивание земли, и уже чуть различимый клюв ринулся в небо...
Сокуров о том забыл, 	ринулся	 	в общечеловеческие проблемы, минуя конкретных людей.	Николай Троицкий. Дневник (1987)	Николай Троицкий	1960	Дневник	1987	бытовая	дневник, записные книжки	частная жизнь | искусство и культура			электронный текст	омонимия не снята	Сокуров о том забыл, ринулся в общечеловеческие проблемы, минуя конкретных людей.
схватил увесистую доску сломанного забора и 	ринулся	 	через улицу.	Фазиль Искандер. Школьный вальс, или Энергия стыда [Старый дом под кипарисом] // «Знамя», 1987	Фазиль Искандер	1929	Школьный вальс, или Энергия стыда [Старый дом под кипарисом]	1987	художественная	повесть		«Знамя»	1987	журнал	омонимия не снята	И все-таки, даже поняв это все, я уже было собирался снова опустить голову на мостовую, подчиняясь более мощному, более заразительному стремлению женщин увидеть драму законченной, как вдруг я заметил, что пьяный, которому, видимо, окончательно надоели все эти тонкости, схватил увесистую доску сломанного забора и ринулся через улицу.
И обрадовaннo, с облегчением и дружеством 	ринулась	 	компания навстречу Ане: 	Виктор Астафьев. Веселый солдат (1987-1997) // «Новый Мир», 1998	Виктор Астафьев	1924	Веселый солдат	1987-1997	художественная	рассказ		«Новый Мир»	1998	журнал	омонимия не снята	И обрадовaннo, с облегчением и дружеством ринулась компания навстречу Ане: 
Обрадованной толпой 	ринулись	 	молодые куркули в науку, но через	Виктор Астафьев. Веселый солдат (1987-1997) // «Новый Мир», 1998	Виктор Астафьев	1924	Веселый солдат	1987-1997	художественная	рассказ		«Новый Мир»	1998	журнал	омонимия не снята	Обрадованной толпой ринулись молодые куркули в науку, но через год так же дружно встали на защиту Родины – никто уже не брезговал ими, не считал их недостойными держать «святое» советское оружие в руках.
и 	ринулся	 	в баню, оставив распахнутой дверь, загремел	Виктор Астафьев. Веселый солдат (1987-1997) // «Новый Мир», 1998	Виктор Астафьев	1924	Веселый солдат	1987-1997	художественная	рассказ		«Новый Мир»	1998	журнал	омонимия не снята	и ринулся в баню, оставив распахнутой дверь, загремел тазом.
Обведя нас брезгливым взглядом, майор 	ринулся	 	вверх по лестнице, наступил кому-то на	Виктор Астафьев. Веселый солдат (1987-1997) // «Новый Мир», 1998	Виктор Астафьев	1924	Веселый солдат	1987-1997	художественная	рассказ		«Новый Мир»	1998	журнал	омонимия не снята	Обведя нас брезгливым взглядом, майор ринулся вверх по лестнице, наступил кому-то на ногу.
настолько, что прямо босиком по тропе 	ринулся	 	в родительский дом, застучал, забренчал.	Виктор Астафьев. Веселый солдат (1987-1997) // «Новый Мир», 1998	Виктор Астафьев	1924	Веселый солдат	1987-1997	художественная	рассказ		«Новый Мир»	1998	журнал	омонимия не снята	Нагой, мокрый, на мерзлом полу сенок я скоро очухался настолько, что прямо босиком по тропе ринулся в родительский дом, застучал, забренчал.
настолько окреп, что, дождавшись жену домой, 	ринулся	 	искать работу.	Виктор Астафьев. Веселый солдат (1987-1997) // «Новый Мир», 1998	Виктор Астафьев	1924	Веселый солдат	1987-1997	художественная	рассказ		«Новый Мир»	1998	журнал	омонимия не снята	Поддержанный в тубдиспансере лекарствами и питанием, я настолько окреп, что, дождавшись жену домой, ринулся искать работу.
начался ледоход на Чусовой, и я 	ринулся	 	через горы к Ивану Абрамовичу, схватил	Виктор Астафьев. Веселый солдат (1987-1997) // «Новый Мир», 1998	Виктор Астафьев	1924	Веселый солдат	1987-1997	художественная	рассказ		«Новый Мир»	1998	журнал	омонимия не снята	Накануне Первомая начался ледоход на Чусовой, и я ринулся через горы к Ивану Абрамовичу, схватил со двора сак и пошел им черпать воду.
рюкзаке, в этом неизносимом сталинском подарке, 	ринулся	 	домой.	Виктор Астафьев. Веселый солдат (1987-1997) // «Новый Мир», 1998	Виктор Астафьев	1924	Веселый солдат	1987-1997	художественная	рассказ		«Новый Мир»	1998	журнал	омонимия не снята	И к тому же я колдун», – возликовал я и с рыбиной в своем знаменитом рюкзаке, в этом неизносимом сталинском подарке, ринулся домой.
с двумя рогами сзади, и Таня 	ринулась	 	к ней.	Нина Горланова. Павлиноглазка (1987-1999)	Нина Горланова	1947	Павлиноглазка	1987-1999	художественная	рассказ		Нина Горланова. Дом со всеми неудобствами	2000	книга	омонимия не снята	Действительно, возле речки, на песчаном берегу, села крупная бабочка с двумя рогами сзади, и Таня ринулась к ней.
Она 	ринулась	 	на Петруху с гиканьем и свистом	Нина Горланова. Ряженые (1987-1999)	Нина Горланова	1947	Ряженые	1987-1999	художественная	рассказ		Нина Горланова. Дом со всеми неудобствами	2000	книга	омонимия не снята	Она ринулась на Петруху с гиканьем и свистом, все отступили, и Петруха, путаясь в юбке, стал жеманно увертываться, всем своим видом показывая, что хочет сохранить невинность.
совсем не уверен, что должен так 	ринуться	 	вниз головой.	В. В. Бибихин. Сергей Сергеевич Аверинцев (1988)	В. В. Бибихин	1938	Сергей Сергеевич Аверинцев	1988	учебно-научная	дневник, записные книжки	философия | искусство и культура	Бибихин В. В. Сергей Сергеевич Аверинцев	2006	книга	омонимия не снята	Но и тут Аверинцев совсем не уверен, что должен так ринуться вниз головой.
Вся столичная шушера 	ринулась	 	в его штаб за крестами и	Борис Васильев. Были и небыли. Книга 1 (1988)	Борис Васильев	1924	Были и небыли. Книга 1	1988	художественная	роман		Васильев Б. Были и небыли	1999	книга	омонимия не снята	Вся столичная шушера ринулась в его штаб за крестами и карьерой, и дельные работники были вынуждены потесниться, дабы очистить им безопасные местечки.
его, минуя щеки, вся без остатка 	ринулась	 	в темя.	Борис Васильев. Были и небыли. Книга 1 (1988)	Борис Васильев	1924	Были и небыли. Книга 1	1988	художественная	роман		Васильев Б. Были и небыли	1999	книга	омонимия не снята	Лысина эта стала апоплексически наливаться кровью, а полковник, наоборот, бледнел, точно кровь его, минуя щеки, вся без остатка ринулась в темя.
Тая вместе с одеялом 	ринулась	 	от него, больно ударившись затылком о	Борис Васильев. Были и небыли. Книга 1 (1988)	Борис Васильев	1924	Были и небыли. Книга 1	1988	художественная	роман		Васильев Б. Были и небыли	1999	книга	омонимия не снята	Тая вместе с одеялом ринулась от него, больно ударившись затылком о стену.
из одного пункта в другой, завтра 	ринутся	 	в Галац, куда я брошу Восемнадцатую	Борис Васильев. Были и небыли. Книга 1 (1988)	Борис Васильев	1924	Были и небыли. Книга 1	1988	художественная	роман		Васильев Б. Были и небыли	1999	книга	омонимия не снята	Сейчас они мечутся по всему берегу, перегоняя резервы из одного пункта в другой, завтра ринутся в Галац, куда я брошу Восемнадцатую дивизию, а когда узнают правду, будет уже поздно.
своей правоте и неожиданно для неприятеля 	ринется	 	через горные проходы к Софии.	Борис Васильев. Были и небыли. Книга 2 (1988)	Борис Васильев	1924	Были и небыли. Книга 2	1988	художественная	роман		Васильев Б. Были и небыли	1999	книга	омонимия не снята	В точно рассчитанное время он с цифрами в руках доложит великому князю главнокомандующему (Непокойчицкого здесь надо обойти), с цифрами в руках убедит его в своей правоте и неожиданно для неприятеля ринется через горные проходы к Софии.
И когда Гавриил ушел, 	ринулся	 	к Столетову.	Борис Васильев. Были и небыли. Книга 2 (1988)	Борис Васильев	1924	Были и небыли. Книга 2	1988	художественная	роман		Васильев Б. Были и небыли	1999	книга	омонимия не снята	И когда Гавриил ушел, ринулся к Столетову.
